"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000269685.1","GCF_002901845.1","GCF_013267575.1","GCF_015274535.1","GCF_015274675.1","GCF_017315625.1","GCF_017315645.1","GCF_022689565.1","GCF_022689645.1","GCF_022689665.1","GCF_022689845.1","GCF_022689855.1","GCF_022689925.1","GCF_022689965.1","GCF_022689975.1","GCF_022690005.1","GCF_022690025.1","GCF_022690105.1","GCF_022690115.1","GCF_022690185.1","GCF_022690225.1","GCF_022690245.1","GCF_022690275.1","GCF_022690295.1","GCF_022690325.1","GCF_022690345.1","GCF_022690375.1","GCF_022690385.1","GCF_025143205.1","GCF_025143445.1","GCF_029926915.1","GCF_031631055.1","GCF_031727055.1","GCF_031727075.1","GCF_031727275.1","GCF_031727355.1","GCF_031727455.1","GCF_031727535.1","GCF_031728075.1","GCF_031728095.1","GCF_031728115.1","GCF_031728155.1","GCF_031728235.1","GCF_031728275.1","GCF_031728295.1","GCF_031728315.1","GCF_031728415.1","GCF_031728475.1","GCF_031728515.1","GCF_031728695.1","GCF_031728715.1","GCF_031728735.1","GCF_031728745.1","GCF_031728795.1","GCF_031728835.1","GCF_031728895.1","GCF_036420075.1","GCF_037694985.1","GCF_037700155.1","GCF_037700315.1","GCF_037700455.1","GCF_040947025.1","GCF_040947065.1","GCF_040947125.1","GCF_040947205.1","GCF_040947225.1","GCF_040947605.1","GCF_047653515.1","GCF_047653525.1","GCF_052950835.1","GCF_964211265.1"
"znuB","","High-affinity zinc uptake system membrane protein ZnuB","71","71","1","1417","1","","","Investigate","824","845","844","GCF_00026968_01866","GCF_00290184_00889","GCF_01326757_00729","GCF_01527453_00909","GCF_01527467_00171","GCF_01731562_00681","GCF_01731564_00761","GCF_02268956_00105","GCF_02268964_01496","GCF_02268966_00980","GCF_02268984_01338","GCF_02268985_01492","GCF_02268992_01836","GCF_02268996_01427","GCF_02268997_00363","GCF_02269000_01692","GCF_02269002_00941","GCF_02269010_01805","GCF_02269011_00623","GCF_02269018_00349","GCF_02269022_00251","GCF_02269024_00636","GCF_02269027_00477","GCF_02269029_01178","GCF_02269032_01436","GCF_02269034_01721","GCF_02269037_00893","GCF_02269038_00987","GCF_02514320_00225","GCF_02514344_00839","GCF_02992691_00817","GCF_03163105_00498","GCF_03172705_00333","GCF_03172707_00585","GCF_03172727_00750","GCF_03172735_01489","GCF_03172745_00131","GCF_03172753_01285","GCF_03172807_01151","GCF_03172809_01086","GCF_03172811_00103","GCF_03172815_00358","GCF_03172823_00620","GCF_03172827_00874","GCF_03172829_00311","GCF_03172831_00342","GCF_03172841_01937","GCF_03172847_00434","GCF_03172851_00679","GCF_03172869_01962","GCF_03172871_00004","GCF_03172873_01551","GCF_03172874_00876","GCF_03172879_00156","GCF_03172883_01198","GCF_03172889_00336","GCF_03642007_01836","GCF_03769498_00584","GCF_03770015_01263","GCF_03770031_01900","GCF_03770045_00339","GCF_04094702_00585","GCF_04094706_00228","GCF_04094712_00773","GCF_04094720_00691","GCF_04094722_00155","GCF_04094760_00568","GCF_04765351_01666","GCF_04765352_00342","GCF_05295083_01094","GCF_96421126_00730"
"gloC","","putative metallo-hydrolase","71","71","1","1482","1","","","Investigate","626","626","626","GCF_00026968_01874","GCF_00290184_00881","GCF_01326757_00721","GCF_01527453_00917","GCF_01527467_00179","GCF_01731562_00673","GCF_01731564_00753","GCF_02268956_01439","GCF_02268964_01854","GCF_02268966_00972","GCF_02268984_01330","GCF_02268985_01150","GCF_02268992_00588","GCF_02268996_01435","GCF_02268997_00355","GCF_02269000_01700","GCF_02269002_00933","GCF_02269010_01797","GCF_02269011_00615","GCF_02269018_00357","GCF_02269022_00259","GCF_02269024_00628","GCF_02269027_00485","GCF_02269029_01170","GCF_02269032_01428","GCF_02269034_01713","GCF_02269037_00885","GCF_02269038_00979","GCF_02514320_00233","GCF_02514344_00831","GCF_02992691_00809","GCF_03163105_00844","GCF_03172705_00325","GCF_03172707_00593","GCF_03172727_00742","GCF_03172735_01429","GCF_03172745_00139","GCF_03172753_00399","GCF_03172807_01143","GCF_03172809_01094","GCF_03172811_00111","GCF_03172815_00366","GCF_03172823_00628","GCF_03172827_00882","GCF_03172829_00303","GCF_03172831_00334","GCF_03172841_01241","GCF_03172847_00442","GCF_03172851_00671","GCF_03172869_01954","GCF_03172871_01911","GCF_03172873_01559","GCF_03172874_01105","GCF_03172879_00164","GCF_03172883_01190","GCF_03172889_00328","GCF_03642007_01844","GCF_03769498_00576","GCF_03770015_01255","GCF_03770031_01908","GCF_03770045_00331","GCF_04094702_00577","GCF_04094706_00236","GCF_04094712_00765","GCF_04094720_01693","GCF_04094722_00163","GCF_04094760_00560","GCF_04765351_01658","GCF_04765352_00333","GCF_05295083_01102","GCF_96421126_00722"
"gcvT","","Aminomethyltransferase","71","71","1","1474","1","","","Investigate","1091","1091","1091","GCF_00026968_01881","GCF_00290184_00874","GCF_01326757_00714","GCF_01527453_00924","GCF_01527467_00186","GCF_01731562_00667","GCF_01731564_00746","GCF_02268956_01446","GCF_02268964_01861","GCF_02268966_00966","GCF_02268984_01323","GCF_02268985_01157","GCF_02268992_00594","GCF_02268996_01442","GCF_02268997_00348","GCF_02269000_00101","GCF_02269002_00927","GCF_02269010_01790","GCF_02269011_00609","GCF_02269018_00363","GCF_02269022_00265","GCF_02269024_00621","GCF_02269027_00492","GCF_02269029_01163","GCF_02269032_01029","GCF_02269034_01706","GCF_02269037_00878","GCF_02269038_00972","GCF_02514320_00240","GCF_02514344_00825","GCF_02992691_00802","GCF_03163105_00838","GCF_03172705_00318","GCF_03172707_00600","GCF_03172727_00735","GCF_03172735_01422","GCF_03172745_00145","GCF_03172753_00406","GCF_03172807_01136","GCF_03172809_01120","GCF_03172811_00118","GCF_03172815_00373","GCF_03172823_00635","GCF_03172827_00889","GCF_03172829_00296","GCF_03172831_00327","GCF_03172841_01248","GCF_03172847_00449","GCF_03172851_00664","GCF_03172869_01737","GCF_03172871_01875","GCF_03172873_01566","GCF_03172874_01112","GCF_03172879_00170","GCF_03172883_01183","GCF_03172889_00322","GCF_03642007_01851","GCF_03769498_00569","GCF_03770015_01248","GCF_03770031_01915","GCF_03770045_00324","GCF_04094702_00570","GCF_04094706_00243","GCF_04094712_00759","GCF_04094720_01686","GCF_04094722_00188","GCF_04094760_00553","GCF_04765351_01651","GCF_04765352_00326","GCF_05295083_01109","GCF_96421126_00716"
"gcvPA","","putative glycine dehydrogenase (decarboxylating) subunit 1","71","71","1","379","1","","","Investigate","1352","1352","1352","GCF_00026968_01882","GCF_00290184_00873","GCF_01326757_00713","GCF_01527453_00925","GCF_01527467_00187","GCF_01731562_00666","GCF_01731564_00745","GCF_02268956_01447","GCF_02268964_01862","GCF_02268966_00965","GCF_02268984_01322","GCF_02268985_01158","GCF_02268992_00595","GCF_02268996_01443","GCF_02268997_00347","GCF_02269000_00102","GCF_02269002_00926","GCF_02269010_01789","GCF_02269011_00608","GCF_02269018_00364","GCF_02269022_00266","GCF_02269024_00620","GCF_02269027_00493","GCF_02269029_01162","GCF_02269032_01030","GCF_02269034_01705","GCF_02269037_00877","GCF_02269038_00971","GCF_02514320_00241","GCF_02514344_00824","GCF_02992691_00801","GCF_03163105_00837","GCF_03172705_00317","GCF_03172707_00601","GCF_03172727_00734","GCF_03172735_01421","GCF_03172745_00146","GCF_03172753_00407","GCF_03172807_01135","GCF_03172809_01121","GCF_03172811_00119","GCF_03172815_00374","GCF_03172823_00636","GCF_03172827_00890","GCF_03172829_00295","GCF_03172831_00326","GCF_03172841_01249","GCF_03172847_00450","GCF_03172851_00663","GCF_03172869_01738","GCF_03172871_01876","GCF_03172873_01567","GCF_03172874_01113","GCF_03172879_00171","GCF_03172883_01182","GCF_03172889_00321","GCF_03642007_01852","GCF_03769498_00568","GCF_03770015_01247","GCF_03770031_01916","GCF_03770045_00323","GCF_04094702_00569","GCF_04094706_00244","GCF_04094712_00758","GCF_04094720_01685","GCF_04094722_00189","GCF_04094760_00552","GCF_04765351_01650","GCF_04765352_00325","GCF_05295083_01110","GCF_96421126_00715"
"yibN","","putative protein YibN","71","71","1","1401","1","","","Investigate","332","386","362","GCF_00026968_01884","GCF_00290184_00871","GCF_01326757_00711","GCF_01527453_00927","GCF_01527467_00189","GCF_01731562_00664","GCF_01731564_00743","GCF_02268956_01449","GCF_02268964_01864","GCF_02268966_00963","GCF_02268984_01320","GCF_02268985_01160","GCF_02268992_00597","GCF_02268996_01445","GCF_02268997_00345","GCF_02269000_00104","GCF_02269002_00924","GCF_02269010_01787","GCF_02269011_00606","GCF_02269018_00366","GCF_02269022_00268","GCF_02269024_00618","GCF_02269027_00495","GCF_02269029_01160","GCF_02269032_01032","GCF_02269034_01703","GCF_02269037_00875","GCF_02269038_00969","GCF_02514320_00243","GCF_02514344_00822","GCF_02992691_00799","GCF_03163105_00835","GCF_03172705_00315","GCF_03172707_00603","GCF_03172727_00732","GCF_03172735_01419","GCF_03172745_00148","GCF_03172753_00409","GCF_03172807_01133","GCF_03172809_01123","GCF_03172811_00121","GCF_03172815_00376","GCF_03172823_00638","GCF_03172827_00892","GCF_03172829_00293","GCF_03172831_00324","GCF_03172841_01251","GCF_03172847_00452","GCF_03172851_00661","GCF_03172869_01740","GCF_03172871_01878","GCF_03172873_01899","GCF_03172874_01115","GCF_03172879_00173","GCF_03172883_01180","GCF_03172889_00319","GCF_03642007_01854","GCF_03769498_00566","GCF_03770015_01245","GCF_03770031_01918","GCF_03770045_00321","GCF_04094702_00567","GCF_04094706_00246","GCF_04094712_00756","GCF_04094720_01683","GCF_04094722_00191","GCF_04094760_00550","GCF_04765351_01648","GCF_04765352_00323","GCF_05295083_01112","GCF_96421126_00713"
"group_2110","","hypothetical protein","71","71","1","91","1","","","Investigate","977","977","977","GCF_00026968_01903","GCF_00290184_00852","GCF_01326757_00692","GCF_01527453_00946","GCF_01527467_00208","GCF_01731562_00645","GCF_01731564_00724","GCF_02268956_01468","GCF_02268964_01883","GCF_02268966_00944","GCF_02268984_01301","GCF_02268985_01179","GCF_02268992_00616","GCF_02268996_01464","GCF_02268997_00326","GCF_02269000_00123","GCF_02269002_00905","GCF_02269010_01768","GCF_02269011_00587","GCF_02269018_00385","GCF_02269022_00287","GCF_02269024_00599","GCF_02269027_00514","GCF_02269029_01141","GCF_02269032_01051","GCF_02269034_01684","GCF_02269037_00856","GCF_02269038_00950","GCF_02514320_00262","GCF_02514344_00803","GCF_02992691_00780","GCF_03163105_00816","GCF_03172705_00296","GCF_03172707_00622","GCF_03172727_00713","GCF_03172735_01400","GCF_03172745_00167","GCF_03172753_00428","GCF_03172807_01114","GCF_03172809_01142","GCF_03172811_00140","GCF_03172815_00395","GCF_03172823_00657","GCF_03172827_00911","GCF_03172829_00274","GCF_03172831_00305","GCF_03172841_01270","GCF_03172847_01832","GCF_03172851_00642","GCF_03172869_01759","GCF_03172871_01706","GCF_03172873_01862","GCF_03172874_01134","GCF_03172879_00192","GCF_03172883_01161","GCF_03172889_00300","GCF_03642007_01873","GCF_03769498_00547","GCF_03770015_01226","GCF_03770031_00970","GCF_03770045_00302","GCF_04094702_00548","GCF_04094706_00265","GCF_04094712_00737","GCF_04094720_01664","GCF_04094722_00210","GCF_04094760_00531","GCF_04765351_01629","GCF_04765352_00304","GCF_05295083_01131","GCF_96421126_00694"
"malL","","Oligo-1,6-glucosidase","71","71","1","246","1","","","Investigate","1646","1646","1646","GCF_00026968_01906","GCF_00290184_00849","GCF_01326757_00689","GCF_01527453_00949","GCF_01527467_00211","GCF_01731562_00642","GCF_01731564_00721","GCF_02268956_01471","GCF_02268964_01886","GCF_02268966_00941","GCF_02268984_01298","GCF_02268985_01182","GCF_02268992_00730","GCF_02268996_01467","GCF_02268997_00323","GCF_02269000_00126","GCF_02269002_00902","GCF_02269010_01765","GCF_02269011_00584","GCF_02269018_00388","GCF_02269022_00290","GCF_02269024_00596","GCF_02269027_00517","GCF_02269029_01138","GCF_02269032_01054","GCF_02269034_01681","GCF_02269037_00853","GCF_02269038_00947","GCF_02514320_00265","GCF_02514344_00800","GCF_02992691_00777","GCF_03163105_00812","GCF_03172705_00293","GCF_03172707_00625","GCF_03172727_00710","GCF_03172735_01397","GCF_03172745_00170","GCF_03172753_00431","GCF_03172807_01111","GCF_03172809_01145","GCF_03172811_00143","GCF_03172815_00398","GCF_03172823_00660","GCF_03172827_00914","GCF_03172829_00271","GCF_03172831_00302","GCF_03172841_01273","GCF_03172847_01829","GCF_03172851_00639","GCF_03172869_01762","GCF_03172871_01709","GCF_03172873_01521","GCF_03172874_01137","GCF_03172879_00195","GCF_03172883_01158","GCF_03172889_00297","GCF_03642007_01876","GCF_03769498_00544","GCF_03770015_01223","GCF_03770031_00967","GCF_03770045_00299","GCF_04094702_00545","GCF_04094706_00268","GCF_04094712_00734","GCF_04094720_01661","GCF_04094722_00213","GCF_04094760_00528","GCF_04765351_01626","GCF_04765352_00301","GCF_05295083_01134","GCF_96421126_00691"
"proC","","Pyrroline-5-carboxylate reductase","71","71","1","842","1","","","Investigate","815","815","815","GCF_00026968_01910","GCF_00290184_00845","GCF_01326757_00685","GCF_01527453_00953","GCF_01527467_00215","GCF_01731562_00638","GCF_01731564_00717","GCF_02268956_01475","GCF_02268964_01890","GCF_02268966_00937","GCF_02268984_01294","GCF_02268985_01186","GCF_02268992_00725","GCF_02268996_01471","GCF_02268997_00319","GCF_02269000_00130","GCF_02269002_00898","GCF_02269010_01761","GCF_02269011_00580","GCF_02269018_00392","GCF_02269022_00294","GCF_02269024_00592","GCF_02269027_00521","GCF_02269029_01134","GCF_02269032_01058","GCF_02269034_01677","GCF_02269037_00849","GCF_02269038_00943","GCF_02514320_00269","GCF_02514344_00796","GCF_02992691_00773","GCF_03163105_00808","GCF_03172705_00289","GCF_03172707_00629","GCF_03172727_00706","GCF_03172735_01393","GCF_03172745_01633","GCF_03172753_00435","GCF_03172807_01107","GCF_03172809_01149","GCF_03172811_00147","GCF_03172815_00402","GCF_03172823_00664","GCF_03172827_00918","GCF_03172829_00267","GCF_03172831_00298","GCF_03172841_01277","GCF_03172847_01825","GCF_03172851_00635","GCF_03172869_01766","GCF_03172871_01713","GCF_03172873_01525","GCF_03172874_01141","GCF_03172879_00199","GCF_03172883_01154","GCF_03172889_00293","GCF_03642007_01880","GCF_03769498_00540","GCF_03770015_01219","GCF_03770031_00963","GCF_03770045_00295","GCF_04094702_00541","GCF_04094706_00272","GCF_04094712_00730","GCF_04094720_01657","GCF_04094722_00217","GCF_04094760_00524","GCF_04765351_01622","GCF_04765352_00297","GCF_05295083_01138","GCF_96421126_00687"
"xerD","","Tyrosine recombinase XerD","71","71","1","1533","1","","","Investigate","887","887","887","GCF_00026968_01915","GCF_00290184_00840","GCF_01326757_00680","GCF_01527453_00958","GCF_01527467_00220","GCF_01731562_00633","GCF_01731564_00712","GCF_02268956_01480","GCF_02268964_01895","GCF_02268966_00932","GCF_02268984_01289","GCF_02268985_01191","GCF_02268992_00720","GCF_02268996_01476","GCF_02268997_00314","GCF_02269000_00135","GCF_02269002_00893","GCF_02269010_01756","GCF_02269011_00575","GCF_02269018_00397","GCF_02269022_00299","GCF_02269024_00587","GCF_02269027_00526","GCF_02269029_01129","GCF_02269032_01063","GCF_02269034_01672","GCF_02269037_00844","GCF_02269038_00938","GCF_02514320_00274","GCF_02514344_00791","GCF_02992691_00768","GCF_03163105_00803","GCF_03172705_00284","GCF_03172707_00634","GCF_03172727_00701","GCF_03172735_01388","GCF_03172745_01638","GCF_03172753_00440","GCF_03172807_01102","GCF_03172809_01154","GCF_03172811_00152","GCF_03172815_00407","GCF_03172823_00669","GCF_03172827_00923","GCF_03172829_00262","GCF_03172831_00293","GCF_03172841_01282","GCF_03172847_01820","GCF_03172851_00630","GCF_03172869_01771","GCF_03172871_01718","GCF_03172873_01530","GCF_03172874_01146","GCF_03172879_00204","GCF_03172883_01149","GCF_03172889_00288","GCF_03642007_01885","GCF_03769498_00535","GCF_03770015_01214","GCF_03770031_00958","GCF_03770045_00290","GCF_04094702_00536","GCF_04094706_00277","GCF_04094712_00725","GCF_04094720_01652","GCF_04094722_00222","GCF_04094760_00519","GCF_04765351_01617","GCF_04765352_00292","GCF_05295083_01143","GCF_96421126_00682"
"scpA","","Segregation and condensation protein A","71","71","1","156","1","","","Investigate","731","731","731","GCF_00026968_01917","GCF_00290184_00838","GCF_01326757_00678","GCF_01527453_00960","GCF_01527467_00222","GCF_01731562_00631","GCF_01731564_00710","GCF_02268956_01482","GCF_02268964_01897","GCF_02268966_00930","GCF_02268984_01287","GCF_02268985_01193","GCF_02268992_00718","GCF_02268996_01478","GCF_02268997_00312","GCF_02269000_00137","GCF_02269002_00891","GCF_02269010_01754","GCF_02269011_00573","GCF_02269018_00399","GCF_02269022_00301","GCF_02269024_00585","GCF_02269027_00528","GCF_02269029_01127","GCF_02269032_01065","GCF_02269034_01670","GCF_02269037_00842","GCF_02269038_00936","GCF_02514320_00276","GCF_02514344_00789","GCF_02992691_00766","GCF_03163105_00801","GCF_03172705_00282","GCF_03172707_00636","GCF_03172727_00699","GCF_03172735_01386","GCF_03172745_01640","GCF_03172753_00442","GCF_03172807_01100","GCF_03172809_01156","GCF_03172811_00154","GCF_03172815_00409","GCF_03172823_00671","GCF_03172827_00925","GCF_03172829_00260","GCF_03172831_00291","GCF_03172841_01284","GCF_03172847_01818","GCF_03172851_00628","GCF_03172869_01773","GCF_03172871_01720","GCF_03172873_01532","GCF_03172874_01148","GCF_03172879_00206","GCF_03172883_01147","GCF_03172889_00286","GCF_03642007_01887","GCF_03769498_00533","GCF_03770015_01212","GCF_03770031_00956","GCF_03770045_00288","GCF_04094702_00534","GCF_04094706_00279","GCF_04094712_00723","GCF_04094720_01650","GCF_04094722_00224","GCF_04094760_00517","GCF_04765351_01615","GCF_04765352_00290","GCF_05295083_01145","GCF_96421126_00680"
"srrA","","Transcriptional regulatory protein SrrA","71","71","1","985","1","","","Investigate","725","725","725","GCF_00026968_01920","GCF_00290184_00835","GCF_01326757_00675","GCF_01527453_00963","GCF_01527467_00225","GCF_01731562_00628","GCF_01731564_00707","GCF_02268956_01485","GCF_02268964_01900","GCF_02268966_00927","GCF_02268984_01284","GCF_02268985_01196","GCF_02268992_00715","GCF_02268996_01481","GCF_02268997_00309","GCF_02269000_00140","GCF_02269002_00888","GCF_02269010_01751","GCF_02269011_00570","GCF_02269018_00402","GCF_02269022_00304","GCF_02269024_00582","GCF_02269027_00531","GCF_02269029_01124","GCF_02269032_01068","GCF_02269034_01667","GCF_02269037_00839","GCF_02269038_00933","GCF_02514320_00279","GCF_02514344_00786","GCF_02992691_00763","GCF_03163105_00798","GCF_03172705_00279","GCF_03172707_00639","GCF_03172727_00696","GCF_03172735_01383","GCF_03172745_01643","GCF_03172753_00445","GCF_03172807_01097","GCF_03172809_01159","GCF_03172811_00157","GCF_03172815_00412","GCF_03172823_00674","GCF_03172827_00928","GCF_03172829_00257","GCF_03172831_00288","GCF_03172841_01287","GCF_03172847_01815","GCF_03172851_00625","GCF_03172869_01776","GCF_03172871_01723","GCF_03172873_01535","GCF_03172874_01151","GCF_03172879_00209","GCF_03172883_01144","GCF_03172889_00283","GCF_03642007_01890","GCF_03769498_00530","GCF_03770015_01209","GCF_03770031_00953","GCF_03770045_00285","GCF_04094702_00531","GCF_04094706_00282","GCF_04094712_00720","GCF_04094720_01647","GCF_04094722_00227","GCF_04094760_00514","GCF_04765351_01612","GCF_04765352_00287","GCF_05295083_01148","GCF_96421126_00677"
"srrB","","Sensor protein SrrB","71","71","1","1350","1","","","Investigate","1766","1769","1767","GCF_00026968_01921","GCF_00290184_00834","GCF_01326757_00674","GCF_01527453_00964","GCF_01527467_00226","GCF_01731562_00627","GCF_01731564_00706","GCF_02268956_01486","GCF_02268964_01901","GCF_02268966_00926","GCF_02268984_01283","GCF_02268985_01197","GCF_02268992_00714","GCF_02268996_01482","GCF_02268997_00308","GCF_02269000_00141","GCF_02269002_00887","GCF_02269010_01750","GCF_02269011_00569","GCF_02269018_00403","GCF_02269022_00305","GCF_02269024_00581","GCF_02269027_00532","GCF_02269029_01123","GCF_02269032_01069","GCF_02269034_01666","GCF_02269037_00838","GCF_02269038_00932","GCF_02514320_00280","GCF_02514344_00785","GCF_02992691_00762","GCF_03163105_00797","GCF_03172705_00278","GCF_03172707_00640","GCF_03172727_00695","GCF_03172735_01382","GCF_03172745_01644","GCF_03172753_00446","GCF_03172807_01096","GCF_03172809_01160","GCF_03172811_00158","GCF_03172815_00413","GCF_03172823_00675","GCF_03172827_00929","GCF_03172829_00256","GCF_03172831_00287","GCF_03172841_01288","GCF_03172847_01814","GCF_03172851_00624","GCF_03172869_01777","GCF_03172871_01724","GCF_03172873_01536","GCF_03172874_01152","GCF_03172879_00210","GCF_03172883_01143","GCF_03172889_00282","GCF_03642007_01891","GCF_03769498_00529","GCF_03770015_01208","GCF_03770031_00952","GCF_03770045_00284","GCF_04094702_00530","GCF_04094706_00283","GCF_04094712_00719","GCF_04094720_01646","GCF_04094722_00228","GCF_04094760_00513","GCF_04765351_01611","GCF_04765352_00286","GCF_05295083_01149","GCF_96421126_00676"
"ribU","","Riboflavin transporter RibU","71","71","1","1301","1","","","Investigate","512","512","512","GCF_00026968_01922","GCF_00290184_00833","GCF_01326757_00673","GCF_01527453_00965","GCF_01527467_00227","GCF_01731562_00626","GCF_01731564_00705","GCF_02268956_01487","GCF_02268964_01902","GCF_02268966_00925","GCF_02268984_01282","GCF_02268985_01198","GCF_02268992_00713","GCF_02268996_01483","GCF_02268997_00307","GCF_02269000_00142","GCF_02269002_00886","GCF_02269010_01749","GCF_02269011_00568","GCF_02269018_00404","GCF_02269022_00306","GCF_02269024_00580","GCF_02269027_00533","GCF_02269029_01122","GCF_02269032_01070","GCF_02269034_01665","GCF_02269037_00837","GCF_02269038_00931","GCF_02514320_00281","GCF_02514344_00784","GCF_02992691_00761","GCF_03163105_00796","GCF_03172705_00277","GCF_03172707_00641","GCF_03172727_00694","GCF_03172735_01381","GCF_03172745_01645","GCF_03172753_00447","GCF_03172807_01095","GCF_03172809_01161","GCF_03172811_00159","GCF_03172815_00414","GCF_03172823_00676","GCF_03172827_00930","GCF_03172829_00255","GCF_03172831_00286","GCF_03172841_01289","GCF_03172847_01813","GCF_03172851_00623","GCF_03172869_01778","GCF_03172871_01905","GCF_03172873_01537","GCF_03172874_01153","GCF_03172879_00211","GCF_03172883_01142","GCF_03172889_00281","GCF_03642007_01892","GCF_03769498_00528","GCF_03770015_01207","GCF_03770031_00951","GCF_03770045_00283","GCF_04094702_00529","GCF_04094706_00284","GCF_04094712_00718","GCF_04094720_01645","GCF_04094722_00229","GCF_04094760_00512","GCF_04765351_01610","GCF_04765352_00285","GCF_05295083_01150","GCF_96421126_00675"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","71","71","1","1087","1","","","Investigate","998","998","998","GCF_00026968_01932","GCF_00290184_00823","GCF_01326757_00663","GCF_01527453_01969","GCF_01527467_00237","GCF_01731562_00616","GCF_01731564_01494","GCF_02268956_01497","GCF_02268964_01912","GCF_02268966_00915","GCF_02268984_01272","GCF_02268985_01208","GCF_02268992_01066","GCF_02268996_00836","GCF_02268997_00074","GCF_02269000_00152","GCF_02269002_00876","GCF_02269010_01739","GCF_02269011_00558","GCF_02269018_00414","GCF_02269022_00316","GCF_02269024_00570","GCF_02269027_00543","GCF_02269029_01112","GCF_02269032_01080","GCF_02269034_01655","GCF_02269037_00827","GCF_02269038_02023","GCF_02514320_00291","GCF_02514344_00774","GCF_02992691_00751","GCF_03163105_00786","GCF_03172705_00267","GCF_03172707_00651","GCF_03172727_00684","GCF_03172735_01189","GCF_03172745_01494","GCF_03172753_00457","GCF_03172807_01085","GCF_03172809_01171","GCF_03172811_00169","GCF_03172815_00424","GCF_03172823_00686","GCF_03172827_00940","GCF_03172829_01912","GCF_03172831_01939","GCF_03172841_01299","GCF_03172847_01307","GCF_03172851_00613","GCF_03172869_01788","GCF_03172871_01426","GCF_03172873_01419","GCF_03172874_01163","GCF_03172879_00221","GCF_03172883_01132","GCF_03172889_00271","GCF_03642007_01902","GCF_03769498_01990","GCF_03770015_00892","GCF_03770031_00941","GCF_03770045_00273","GCF_04094702_00519","GCF_04094706_00294","GCF_04094712_00708","GCF_04094720_01051","GCF_04094722_00239","GCF_04094760_00502","GCF_04765351_01600","GCF_04765352_00275","GCF_05295083_01160","GCF_96421126_00665"
